Retailer,Retailer ID,Invoice Date,Region,State,City,Product, Price per Unit,Units Sold, Total Sales, Operating Profit,Operating Margin,Sales Method
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,  23 ,68,  1.564 ,  704 ,"0,45",Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,  28 ,91,  2.548 ,  1.325 ,"0,52",Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,  29 ,137,  3.973 ,  2.145 ,"0,54",Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,  19 ,88,  1.672 ,  769 ,"0,46",Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,  20 ,56,  1.120 ,  571 ,"0,51",Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,  18 ,52,  936 ,  487 ,"0,52",Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,  29 ,50,  1.450 ,  696 ,"0,48",Online
Kohl's,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,  29 ,91,  2.639 ,  1.451 ,"0,55",Online
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,  23 ,133,  3.059 ,  1.652 ,"0,54",Online
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,  14 ,78,  1.092 ,  513 ,"0,47",Online
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,  23 ,74,  1.702 ,  919 ,"0,54",Online
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,  52 ,75,  3.900 ,  2.067 ,"0,53",Online
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,  71 ,77,  5.467 ,  2.679 ,"0,49",Online
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,  72 ,105,  7.560 ,  3.780 ,"0,5",Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,  64 ,169,  10.816 ,  5.949 ,"0,55",Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,  58 ,119,  6.902 ,  3.106 ,"0,45",Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,  55 ,101,  5.555 ,  2.778 ,"0,5",Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,  54 ,94,  5.076 ,  2.690 ,"0,53",Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,  69 ,81,  5.589 ,  2.683 ,"0,48",Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,  68 ,123,  8.364 ,  4.182 ,"0,5",Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,  23 ,149,  3.427 ,  1.679 ,"0,49",Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,  23 ,91,  2.093 ,  1.026 ,"0,49",Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,  14 ,88,  1.232 ,  591 ,"0,48",Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,  19 ,56,  1.064 ,  521 ,"0,49",Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Apparel,  33 ,65,  2.145 ,  1.030 ,"0,48",Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Apparel,  23 ,102,  2.346 ,  1.173 ,"0,5",Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,  23 ,162,  3.726 ,  1.751 ,"0,47",Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,  23 ,65,  1.495 ,  748 ,"0,5",Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,  14 ,75,  1.050 ,  515 ,"0,49",Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  20 ,42,  840 ,  378 ,"0,45",Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Men's Apparel,  32 ,68,  2.176 ,  1.044 ,"0,48",Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Women's Apparel,  18 ,98,  1.764 ,  864 ,"0,49",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  20 ,153,  3.060 ,  1.499 ,"0,49",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  19 ,59,  1.121 ,  527 ,"0,47",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  9 ,75,  675 ,  311 ,"0,46",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  20 ,26,  520 ,  250 ,"0,48",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Apparel,  32 ,41,  1.312 ,  604 ,"0,46",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Apparel,  23 ,65,  1.495 ,  748 ,"0,5",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  24 ,150,  3.600 ,  1.620 ,"0,45",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  25 ,58,  1.450 ,  696 ,"0,48",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  14 ,60,  840 ,  420 ,"0,5",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  19 ,35,  665 ,  299 ,"0,45",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Apparel,  39 ,38,  1.482 ,  726 ,"0,49",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Apparel,  29 ,81,  2.349 ,  1.151 ,"0,49",Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  36 ,143,  5.148 ,  2.317 ,"0,45",Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  39 ,77,  3.003 ,  1.441 ,"0,48",Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  32 ,65,  2.080 ,  1.019 ,"0,49",Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  32 ,58,  1.856 ,  928 ,"0,5",Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Men's Apparel,  43 ,56,  2.408 ,  1.204 ,"0,5",Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Apparel,  42 ,94,  3.948 ,  1.777 ,"0,45",Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  37 ,144,  5.328 ,  2.664 ,"0,5",Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  32 ,94,  3.008 ,  1.444 ,"0,48",Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  37 ,81,  2.997 ,  1.379 ,"0,46",Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  38 ,80,  3.040 ,  1.368 ,"0,45",Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Apparel,  54 ,83,  4.482 ,  2.151 ,"0,48",Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Apparel,  58 ,117,  6.786 ,  3.325 ,"0,49",Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  51 ,182,  9.282 ,  4.641 ,"0,5",Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  49 ,119,  5.831 ,  2.916 ,"0,5",Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  42 ,102,  4.284 ,  1.971 ,"0,46",Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  43 ,75,  3.225 ,  1.580 ,"0,49",Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Apparel,  56 ,91,  5.096 ,  2.344 ,"0,46",Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Women's Apparel,  60 ,140,  8.400 ,  4.116 ,"0,49",Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  56 ,189,  10.584 ,  5.292 ,"0,5",Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  51 ,111,  5.661 ,  2.547 ,"0,45",Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  47 ,102,  4.794 ,  2.397 ,"0,5",Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  37 ,90,  3.330 ,  1.632 ,"0,49",Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Apparel,  47 ,69,  3.243 ,  1.622 ,"0,5",Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Apparel,  52 ,113,  5.876 ,  2.938 ,"0,5",Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  47 ,165,  7.755 ,  3.878 ,"0,5",Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  38 ,91,  3.458 ,  1.556 ,"0,45",Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  15 ,75,  1.125 ,  529 ,"0,47",Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  14 ,65,  910 ,  428 ,"0,47",Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Apparel,  24 ,61,  1.464 ,  717 ,"0,49",Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Apparel,  29 ,94,  2.726 ,  1.336 ,"0,49",Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  29 ,145,  4.205 ,  1.934 ,"0,46",Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  19 ,85,  1.615 ,  743 ,"0,46",Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  19 ,60,  1.140 ,  536 ,"0,47",Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  19 ,47,  893 ,  429 ,"0,48",Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Men's Apparel,  29 ,46,  1.334 ,  654 ,"0,49",Online
Foot Locker,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Apparel,  28 ,90,  2.520 ,  1.210 ,"0,48",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  23 ,122,  2.806 ,  1.319 ,"0,47",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  14 ,72,  1.008 ,  504 ,"0,5",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  23 ,55,  1.265 ,  633 ,"0,5",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  54 ,83,  4.482 ,  2.151 ,"0,48",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Apparel,  68 ,70,  4.760 ,  2.190 ,"0,46",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Apparel,  73 ,88,  6.424 ,  2.955 ,"0,46",Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  66 ,150,  9.900 ,  4.950 ,"0,5",Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  59 ,120,  7.080 ,  3.540 ,"0,5",Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  58 ,95,  5.510 ,  2.535 ,"0,46",Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  59 ,90,  5.310 ,  2.390 ,"0,45",Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Apparel,  64 ,81,  5.184 ,  2.592 ,"0,5",Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Apparel,  68 ,112,  7.616 ,  3.503 ,"0,46",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  38 ,138,  5.244 ,  2.570 ,"0,49",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  37 ,80,  2.960 ,  1.184 ,"0,4",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  27 ,83,  2.241 ,  986 ,"0,44",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,  34 ,36,  1.224 ,  490 ,"0,4",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Apparel,  48 ,44,  2.112 ,  993 ,"0,47",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Apparel,  37 ,72,  2.664 ,  1.465 ,"0,55",Online
Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,  37 ,158,  5.846 ,  2.923 ,"0,5",Online
Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,  39 ,47,  1.833 ,  807 ,"0,44",Online
Foot Locker,1185732,2/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,  29 ,59,  1.711 ,  736 ,"0,43",Online
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  33 ,25,  825 ,  363 ,"0,44",Online
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  48 ,46,  2.208 ,  994 ,"0,45",Online
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  32 ,80,  2.560 ,  1.408 ,"0,55",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  39 ,124,  4.836 ,  2.370 ,"0,49",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  37 ,50,  1.850 ,  777 ,"0,42",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  27 ,59,  1.593 ,  669 ,"0,42",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  33 ,23,  759 ,  334 ,"0,44",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  47 ,31,  1.457 ,  729 ,"0,5",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  37 ,59,  2.183 ,  1.157 ,"0,53",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  38 ,113,  4.294 ,  1.975 ,"0,46",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  39 ,42,  1.638 ,  672 ,"0,41",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  29 ,45,  1.305 ,  522 ,"0,4",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  34 ,20,  680 ,  292 ,"0,43",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  56 ,29,  1.624 ,  747 ,"0,46",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  48 ,61,  2.928 ,  1.552 ,"0,53",Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  58 ,139,  8.062 ,  3.789 ,"0,47",Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  45 ,60,  2.700 ,  1.215 ,"0,45",Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  43 ,46,  1.978 ,  831 ,"0,42",Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  43 ,26,  1.118 ,  503 ,"0,45",Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  51 ,38,  1.938 ,  969 ,"0,5",Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  58 ,68,  3.944 ,  2.011 ,"0,51",Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  41 ,135,  5.535 ,  2.546 ,"0,46",Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  39 ,70,  2.730 ,  1.092 ,"0,4",Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  32 ,54,  1.728 ,  743 ,"0,43",Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  32 ,49,  1.568 ,  706 ,"0,45",Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  41 ,51,  2.091 ,  941 ,"0,45",Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  50 ,94,  4.700 ,  2.491 ,"0,53",Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  47 ,154,  7.238 ,  3.329 ,"0,46",Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  44 ,81,  3.564 ,  1.604 ,"0,45",Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  37 ,61,  2.257 ,  948 ,"0,42",Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  38 ,44,  1.672 ,  719 ,"0,43",Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  49 ,52,  2.548 ,  1.172 ,"0,46",Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  53 ,94,  4.982 ,  2.640 ,"0,53",Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  49 ,131,  6.419 ,  3.081 ,"0,48",Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  42 ,78,  3.276 ,  1.474 ,"0,45",Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  36 ,65,  2.340 ,  936 ,"0,4",Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  38 ,58,  2.204 ,  948 ,"0,43",Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  47 ,46,  2.162 ,  995 ,"0,46",Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  53 ,88,  4.664 ,  2.332 ,"0,5",Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  42 ,138,  5.796 ,  2.608 ,"0,45",Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  39 ,80,  3.120 ,  1.248 ,"0,4",Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  32 ,53,  1.696 ,  678 ,"0,4",Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  34 ,39,  1.326 ,  530 ,"0,4",Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  41 ,42,  1.722 ,  861 ,"0,5",Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  46 ,65,  2.990 ,  1.495 ,"0,5",Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  54 ,104,  5.616 ,  2.583 ,"0,46",Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  41 ,75,  3.075 ,  1.292 ,"0,42",Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  43 ,42,  1.806 ,  722 ,"0,4",Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  43 ,36,  1.548 ,  697 ,"0,45",Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  54 ,38,  2.052 ,  964 ,"0,47",Online
Sports Direct,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  55 ,70,  3.850 ,  2.118 ,"0,55",Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  53 ,104,  5.512 ,  2.701 ,"0,49",Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  41 ,63,  2.583 ,  1.059 ,"0,41",Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  43 ,57,  2.451 ,  1.078 ,"0,44",Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  43 ,44,  1.892 ,  832 ,"0,44",Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  59 ,45,  2.655 ,  1.221 ,"0,46",Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  61 ,65,  3.965 ,  1.983 ,"0,5",Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  58 ,140,  8.120 ,  3.735 ,"0,46",Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  45 ,75,  3.375 ,  1.451 ,"0,43",Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  45 ,73,  3.285 ,  1.380 ,"0,42",Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  45 ,50,  2.250 ,  1.013 ,"0,45",Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  56 ,50,  2.800 ,  1.260 ,"0,45",Online
Sports Direct,1185732,12/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  64 ,75,  4.800 ,  2.496 ,"0,52",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  33 ,128,  4.224 ,  1.901 ,"0,45",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  32 ,74,  2.368 ,  1.042 ,"0,44",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  25 ,74,  1.850 ,  740 ,"0,4",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,  28 ,33,  924 ,  416 ,"0,45",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,  43 ,49,  2.107 ,  1.032 ,"0,49",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,  33 ,72,  2.376 ,  1.212 ,"0,51",Online
Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,  34 ,152,  5.168 ,  2.326 ,"0,45",Online
Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,  34 ,51,  1.734 ,  746 ,"0,43",Online
Sports Direct,1185732,2/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,  24 ,68,  1.632 ,  685 ,"0,42",Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,  29 ,30,  870 ,  392 ,"0,45",Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,  42 ,51,  2.142 ,  1.050 ,"0,49",Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,  23 ,69,  1.587 ,  809 ,"0,51",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,  29 ,134,  3.886 ,  1.826 ,"0,47",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,  27 ,58,  1.566 ,  658 ,"0,42",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,  19 ,56,  1.064 ,  447 ,"0,42",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,  25 ,22,  550 ,  231 ,"0,42",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Men's Apparel,  36 ,36,  1.296 ,  648 ,"0,5",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Apparel,  28 ,63,  1.764 ,  917 ,"0,52",Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,  28 ,113,  3.164 ,  1.550 ,"0,49",Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,  28 ,44,  1.232 ,  530 ,"0,43",Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,  19 ,41,  779 ,  327 ,"0,42",Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,  24 ,22,  528 ,  227 ,"0,43",Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,  58 ,30,  1.740 ,  835 ,"0,48",Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,  49 ,68,  3.332 ,  1.766 ,"0,53",Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,  55 ,129,  7.095 ,  3.406 ,"0,48",Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,  41 ,54,  2.214 ,  974 ,"0,44",Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,  37 ,51,  1.887 ,  811 ,"0,43",Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,  36 ,26,  936 ,  412 ,"0,44",Online
